Label: DJ_T47D_20-12-2013_plate-2
Metric: Phase Object Confluence (Percent)
Cell Type: T47D
Passage: 1
Notes: 
Analysis Job: DJ_T47D_20-12-13_plate 2

Date Time	Elapsed	B2	C2	D2	E2	F2	G2	B3	C3	D3	E3	F3	G3	B4	C4	D4	E4	F4	G4	B5	C5	D5	E5	F5	G5	B6	C6	D6	E6	F6	G6	B7	C7	D7	E7	F7	G7	B8	C8	D8	E8	F8	G8	B9	C9	D9	E9	F9	G9	B10	C10	D10	E10	F10	G10	B11	C11	D11	E11	F11	G11
25/12/2013 12:00:00	120	37.62679	43.77773	41.44709	39.93341	38.87524	40.36367	28.34925	30.80803	31.22154	15.19994	15.79173	14.79186	33.17039	34.20619	34.51985	27.95448	28.88509	28.4824	38.41201	40.95069	38.93802	37.63514	34.86421	33.03471	40.04146	42.91388	42.5994	45.16472	36.56783	34.47024	41.51266	44.13631	38.13569	39.83452	39.5605	38.12232	43.38181	43.45069	39.53506	46.30667	40.27214	36.17476	41.3329	37.38001	45.32129	40.3992	39.40788	38.53636	43.81976	45.18336	44.53059	43.0462	41.66328	40.08171	37.01656	42.11457	37.82747	39.09171	41.92686	38.34721
25/12/2013 16:00:00	124	40.05584	47.02177	44.10135	42.55598	41.6004	42.98812	29.8146	32.73902	33.09129	15.7005	15.94582	14.96441	34.84863	36.19845	36.20634	28.69851	30.2209	29.93887	40.6882	43.6766	41.24271	39.80479	36.93419	35.01176	42.72577	45.73543	45.37109	47.6793	38.65217	36.9918	43.6637	47.16816	40.53969	42.39267	41.90741	40.54946	46.57989	46.12431	42.01968	49.52472	42.74377	38.53785	44.25508	40.12908	48.7726	42.91494	41.88415	41.10761	47.05938	47.90197	47.44179	45.91587	44.59784	42.458	39.62761	45.19467	40.37403	41.83907	44.85281	40.56696
25/12/2013 20:00:00	128	42.38774	50.04728	46.66458	45.49553	44.4325	45.68841	31.2405	34.41404	34.5314	16.00737	16.29716	15.32255	37.12633	38.48592	37.86403	30.27077	31.79064	31.33599	43.09464	46.57726	43.82203	41.83802	39.00362	37.46482	45.45543	48.82569	48.56892	49.91502	41.2318	39.07403	46.25041	49.84651	43.23434	45.45058	44.73775	43.17359	49.53577	49.0685	44.64194	52.66483	45.67549	40.98549	46.77829	42.53937	51.79458	45.88391	44.94586	43.73408	49.87807	50.87913	50.36562	49.00181	47.31717	45.21075	42.09705	47.67627	42.64302	44.00767	47.50491	43.5613
26/12/2013 00:00:00	132	45.25965	53.05777	49.62992	48.40681	47.16743	49.26988	32.91622	35.96587	35.84673	16.06189	16.36042	15.49546	39.11087	40.72293	40.06681	31.09693	33.16822	32.51421	45.82183	49.49052	46.72248	44.07985	41.69172	39.41608	48.52602	51.67695	51.90676	53.01841	43.65353	41.78594	48.85073	53.58685	46.3503	48.27805	47.7386	45.92852	52.4276	52.31218	47.25524	55.85992	48.35901	43.63901	49.7691	45.32799	54.75346	48.90136	47.53756	46.50598	52.55493	53.99269	53.2111	52.24039	50.46234	47.89964	45.06132	50.6813	45.29659	47.34156	50.59134	46.48736
26/12/2013 04:00:00	136	47.51997	55.87389	52.85691	51.51822	49.90721	51.96871	34.66391	37.81424	37.79499	16.31315	16.37803	15.88356	41.12314	42.77756	41.98674	32.73813	34.4367	33.65438	48.69981	52.45903	49.59495	46.63779	43.52446	41.39153	51.563	55.30396	55.01568	55.98193	45.85695	44.30299	51.34565	56.19665	49.48653	51.43251	50.58664	48.58471	55.90674	55.29015	50.54633	58.88347	51.23078	46.23432	52.82483	48.25856	58.13301	51.64473	50.67414	49.41591	55.62909	57.0348	56.80907	55.0009	53.4609	50.47581	47.77595	54.28152	48.07108	50.10521	54.01454	48.9688
26/12/2013 08:00:00	140	50.71141	59.15511	55.86593	54.34203	52.91428	55.69703	36.07974	39.29558	39.53137	16.282	16.77743	16.10813	43.89359	44.9699	43.88962	34.43717	35.71775	35.12988	51.62332	55.07942	52.39188	48.85128	45.95599	43.50346	54.51904	58.22134	58.23021	59.31823	48.48444	46.76777	54.29385	59.4716	52.48753	54.40889	53.54082	51.35793	58.99545	58.05291	53.98822	62.14885	54.18024	49.34027	56.0677	51.24081	61.15579	54.4122	54.36736	52.4973	58.81605	59.90317	60.3806	57.9595	56.71165	53.87609	50.60637	57.77746	51.29826	53.1576	57.13605	51.85654
26/12/2013 12:00:00	144	53.26727	62.79837	58.93293	57.69217	55.51413	58.94134	38.0458	41.32187	41.31703	16.53566	17.21817	16.34237	46.36221	47.21185	45.61824	36.54941	37.73933	36.77475	54.35741	57.93196	55.49726	51.54214	48.14023	45.87272	57.18403	61.66474	61.3765	61.73936	51.41879	48.93503	56.9895	62.6635	55.5019	57.48695	56.39093	54.27499	62.70128	61.22136	56.96386	65.52002	57.0788	52.67761	59.34681	54.36161	64.79986	57.54181	57.14983	55.54662	62.10668	63.04952	63.69864	61.00448	60.21708	56.93775	53.12167	60.90746	54.06879	56.35877	60.3155	54.88657
26/12/2013 16:00:00	148	56.52981	65.87446	62.37628	60.51798	58.77704	61.83966	39.89108	42.76698	43.3269	16.70848	17.51312	16.14157	48.4604	50.01307	47.89461	37.76024	38.99206	38.45728	57.44347	61.19657	58.43179	53.67235	51.38456	48.29019	60.17643	65.09342	65.33347	64.65501	54.3761	52.02095	60.13737	66.1797	59.13192	61.0126	59.32452	57.87846	66.20603	64.65284	60.16011	69.0943	60.6064	55.90392	62.02203	57.23938	68.44718	60.93909	60.96113	58.70354	65.16094	66.2626	67.09168	64.05833	63.36317	60.11064	56.6189	64.10334	57.35357	59.1591	63.55859	58.05943
26/12/2013 20:00:00	152	59.47659	69.08356	65.17066	63.6013	61.38423	65.57747	41.71837	44.47673	45.18471	17.05712	17.59632	16.4525	51.55383	52.48879	49.75085	39.13487	40.53587	39.97831	60.33969	63.94063	61.39979	56.40666	53.77522	51.3066	63.32119	68.692	68.59126	67.89655	57.32734	54.86417	62.85551	69.33567	62.33529	64.59888	62.35787	60.42075	69.6991	67.46009	63.34132	72.43206	63.77644	59.21974	65.73016	60.42811	71.60532	64.21519	63.35282	62.04233	68.49699	69.09892	70.71182	67.05347	67.08795	63.39224	59.80379	67.83575	60.34655	62.60974	67.03532	61.07019
27/12/2013 00:00:00	156	62.42117	72.23	68.66355	66.79957	64.6244	68.73554	43.16259	46.85477	47.62464	17.47881	17.89202	16.84975	53.76297	55.09472	52.28856	40.84084	41.71828	41.86648	63.02	67.03822	64.5126	59.21707	55.99462	53.30646	66.93839	72.03236	72.00018	70.94703	60.34715	57.73455	65.78605	73.26805	65.55186	68.12044	65.57745	63.38969	73.49408	71.16717	66.56896	75.22349	67.11089	62.14335	68.80002	63.18351	75.16341	67.51504	66.61221	64.87244	71.91611	71.73154	74.00496	70.46187	69.88519	66.82968	63.06982	70.99023	63.33185	65.46592	69.96974	64.81
